"","Isolate","host_species","plate_no","pCC_greater","pCC_less","pGR_greater","pGR_less","ccEffect","grEffect","annotation"
"253","33DF","chlorella",3,0.00525734619550858,0.994742653804491,0.999510809262765,0.000489190737234817,"Increased CC","Decreased GR","Increased CC
Decreased GR"
"254","34,1D3","chlorella",4,0.986408230686874,0.0135917693131265,0.848829384854868,0.151170615145132,"Decreased CC","No Significant GR Change","Decreased CC
No Significant GR Change"
"255","34D3","chlorella",4,4.08450784522762e-07,0.999999591549215,0.650727093534932,0.349272906465068,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change"
"256","34DF","chlorella",3,0.0313509294827183,0.968649070517282,0.969264831256566,0.0307351687434342,"Increased CC","Decreased GR","Increased CC
Decreased GR"
"257","35D3","chlorella",4,0.000358992628411489,0.999641007371588,0.985986921496153,0.0140130785038466,"Increased CC","Decreased GR","Increased CC
Decreased GR"
"258","35DF","coelastrum",6,0.616473817642897,0.383526182357103,0.275777149557749,0.724222850442251,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change"
"259","36,1D3","chlorella",5,0.000413799150851212,0.999586200849149,0.0364596654452617,0.963540334554738,"Increased CC","Increased GR","Increased CC
Increased GR"
"260","36D3","chlorella",5,0.99656140604106,0.0034385939589404,0.00459049849303747,0.995409501506963,"Decreased CC","Increased GR","Decreased CC
Increased GR"
"261","37DF","coelastrum",6,0.214567626908385,0.785432373091615,0.0902915567372828,0.909708443262717,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change"
"262","38D3","chlorella",5,0.247178481705897,0.752821518294102,0.846184787519428,0.153815212480572,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change"
"263","38DF","coelastrum",6,0.0202204426682484,0.979779557331752,0.891794042158532,0.108205957841468,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change"
"264","39D3","chlorella",5,0.000387240154410995,0.999612759845589,0.999555938524516,0.00044406147548447,"Increased CC","Decreased GR","Increased CC
Decreased GR"
"265","3D3","chlorella",3,0.000528161710002368,0.999471838289998,0.0165292760525204,0.98347072394748,"Increased CC","Increased GR","Increased CC
Increased GR"
"266","3DF","chlorella",1,0.000289921238754926,0.999710078761245,0.000203021750428015,0.999796978249572,"Increased CC","Increased GR","Increased CC
Increased GR"
"267","4,1D3","chlorella",3,0.629649430233614,0.370350569766386,0.999006165337596,0.000993834662403869,"No Significant CC Change","Decreased GR","No Significant CC Change
Decreased GR"
"268","40,1DF","coelastrum",7,0.483662063703919,0.516337936296081,0.863775866772116,0.136224133227884,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change"
"269","40D3","chlorella",5,0.00369121289256553,0.996308787107435,0.00385116953950555,0.996148830460494,"Increased CC","Increased GR","Increased CC
Increased GR"
"270","40DF","coelastrum",6,0.696356471968469,0.303643528031531,0.589219620582126,0.410780379417874,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change"
"271","41DF","coelastrum",7,0.644002301551344,0.355997698448656,0.198737117195717,0.801262882804283,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change"
"272","42D3","chlorella",5,6.18469524065951e-17,1,0.230056371612101,0.769943628387899,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change"
"273","42DF","coelastrum",6,0.160284480468015,0.839715519531985,0.00257292824341419,0.997427071756586,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR"
"274","43DF","coelastrum",7,0.265035204856453,0.734964795143547,0.431968161233777,0.568031838766223,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change"
"275","44D3","chlorella",5,0.00392234703305617,0.996077652966944,0.184106881140138,0.815893118859862,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change"
"276","45,1DF","coelastrum",8,0.0255481143995896,0.974451885600411,0.565309540163865,0.434690459836135,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change"
"277","45,2DF","coelastrum",8,0.782580510913381,0.217419489086619,0.0204570562032832,0.979542943796717,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR"
"278","45D3","chlorella",5,0.00192711528410659,0.998072884715893,1.88271937713362e-08,0.999999981172806,"Increased CC","Increased GR","Increased CC
Increased GR"
"279","45DF","coelastrum",7,0.045167346445354,0.954832653554646,0.147954665186538,0.852045334813462,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change"
"280","46D3","chlorella",5,0.00575377028702594,0.994246229712974,0.653849525013079,0.346150474986921,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change"
"281","47DF","coelastrum",6,0.209986076625686,0.790013923374314,0.185253211880987,0.814746788119013,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change"
"282","48DF","coelastrum",6,0.0209078530986144,0.979092146901386,0.792585049443256,0.207414950556744,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change"
"283","49DF","coelastrum",8,0.227985420675526,0.772014579324474,0.0396722276107477,0.960327772389252,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR"
"284","4D3","chlorella",3,0.404624414101698,0.595375585898302,0.996429114754955,0.00357088524504529,"No Significant CC Change","Decreased GR","No Significant CC Change
Decreased GR"
"285","4DF","chlorella",1,0.000423702895070647,0.999576297104929,0.00480345341091646,0.995196546589084,"Increased CC","Increased GR","Increased CC
Increased GR"
"286","50DF","coelastrum",6,0.0259002522089009,0.974099747791099,0.70977614247564,0.29022385752436,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change"
"287","51D3","coelastrum",7,0.565120710725993,0.434879289274007,0.15607345367215,0.84392654632785,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change"
"288","51DF","coelastrum",7,0.074875936956752,0.925124063043248,0.671919875877545,0.328080124122455,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change"
"289","52,1DF","coelastrum",6,0.0504161260879257,0.949583873912074,0.89912415463092,0.10087584536908,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change"
"290","52,2DF","coelastrum",7,0.0311825778451198,0.96881742215488,0.540693379089519,0.459306620910481,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change"
"291","52D3","coelastrum",8,0.0662314217728575,0.933768578227143,0.809227677969975,0.190772322030025,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change"
"292","52DF","coelastrum",7,0.0147985695439998,0.985201430456,0.857125391144044,0.142874608855956,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change"
