"Isolate","host_species","plate_no","pCC_greater","pCC_less","pGR_greater","pGR_less","ccEffect","grEffect","annotation","exact_isolate","asymptote","intercept","growthParam","growthrate","r2","std_error","outlier"
"35DF","coelastrum","6",0.565501070397664,0.434498929602336,0.93543413372238,0.0645658662776197,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_6_35DF_E8",357.879229950506,-3.57998638060804,0.0414158217053095,0.0293435694173075,0.981040785120139,0.00235515208377032,FALSE
"35DF","coelastrum","6",0.565501070397664,0.434498929602336,0.93543413372238,0.0645658662776197,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_6_35DF_E9",377.297358028334,-3.37958723185748,0.0394458707689842,0.0292621461137731,0.984152279487668,0.00214386679362165,FALSE
"37DF","coelastrum","6",0.12997138990099,0.87002861009901,0.701780361006717,0.298219638993282,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_6_37DF_E2",373.807847686731,-3.58209369570616,0.0420535329405298,0.0298402445851218,0.977510299881194,0.00261320158125793,FALSE
"37DF","coelastrum","6",0.12997138990099,0.87002861009901,0.701780361006717,0.298219638993282,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_6_37DF_E3",397.544712830776,-3.33030555642651,0.0371655855887973,0.0291453350157996,0.978164734279181,0.00251409488517059,FALSE
"37DF","coelastrum","6",0.12997138990099,0.87002861009901,0.701780361006717,0.298219638993282,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_6_37DF_E4",393.536655766503,-3.57523250314805,0.0418410508218537,0.0305397954790978,0.978590138942455,0.0026080265234526,FALSE
"38DF","coelastrum","6",0.0154015748079321,0.984598425192068,0.582286193742082,0.417713806257918,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change","Plate_6_38DF_D2",422.765508352009,-3.39370992938309,0.0365677359222375,0.0309347479432296,0.980057178084379,0.00254773089168958,FALSE
"38DF","coelastrum","6",0.0154015748079321,0.984598425192068,0.582286193742082,0.417713806257918,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change","Plate_6_38DF_D3",451.460284909365,-3.34308452753889,0.0360938917882657,0.0292065016889913,0.974716996143272,0.00271577620980023,FALSE
"38DF","coelastrum","6",0.0154015748079321,0.984598425192068,0.582286193742082,0.417713806257918,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change","Plate_6_38DF_D4",486.120962344787,-3.21385871029048,0.0319712376750186,0.0300097143126466,0.975438375342369,0.00274934892283297,FALSE
"40DF","coelastrum","6",0.71630136567303,0.28369863432697,0.854844672330241,0.145155327669759,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_6_40DF_B10",332.756591252843,-3.77033249827729,0.0388197241613621,0.0274401094714431,0.990451587383471,0.00155551489849806,FALSE
"40DF","coelastrum","6",0.71630136567303,0.28369863432697,0.854844672330241,0.145155327669759,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_6_40DF_B8",336.658772410335,-3.32485942206401,0.0335601665953171,0.0272489266180792,0.990622882838286,0.00153062663111426,FALSE
"40DF","coelastrum","6",0.71630136567303,0.28369863432697,0.854844672330241,0.145155327669759,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_6_40DF_B9",403.602130356431,-3.47905534387397,0.0377136103127562,0.0308881354132755,0.97391811112275,0.00291836336100861,FALSE
"42DF","coelastrum","6",0.0796386233122887,0.920361376687711,0.64783016546412,0.35216983453588,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_6_42DF_C10",385.841334224266,-3.59756538104927,0.0415183283553843,0.0308319018333194,0.972988455342565,0.00296592765541259,FALSE
"42DF","coelastrum","6",0.0796386233122887,0.920361376687711,0.64783016546412,0.35216983453588,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_6_42DF_C8",387.681758087516,-3.4750364607693,0.0417880611476112,0.0293376169622698,0.965816328909188,0.00318659070792939,FALSE
"42DF","coelastrum","6",0.0796386233122887,0.920361376687711,0.64783016546412,0.35216983453588,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_6_42DF_C9",397.147896646746,-3.60100334531573,0.0395890053426806,0.029627420161824,0.958847660436196,0.00354368955002285,FALSE
"47DF","coelastrum","6",0.165093336477733,0.834906663522267,0.987055295796286,0.0129447042037143,"No Significant CC Change","Decreased GR","No Significant CC Change
Decreased GR","Plate_6_47DF_G5",375.829289342136,-3.37040792557117,0.0372478740366022,0.0286529455543164,0.977825717977003,0.00249116620019178,FALSE
"47DF","coelastrum","6",0.165093336477733,0.834906663522267,0.987055295796286,0.0129447042037143,"No Significant CC Change","Decreased GR","No Significant CC Change
Decreased GR","Plate_6_47DF_G6",382.04704626532,-3.305036099956,0.0360412583468646,0.0284573218703305,0.987314657427754,0.00186233028787175,FALSE
"47DF","coelastrum","6",0.165093336477733,0.834906663522267,0.987055295796286,0.0129447042037143,"No Significant CC Change","Decreased GR","No Significant CC Change
Decreased GR","Plate_6_47DF_G7",400.6982762361,-3.60553207779611,0.0394614559375297,0.0278630695434852,0.980754833900662,0.00225345523252687,FALSE
"48DF","coelastrum","6",0.0281123883861423,0.971887611613858,0.924499657947836,0.0755003420521635,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change","Plate_6_48DF_E5",387.558135706707,-3.22185589720666,0.0346444583424736,0.0292010673930259,0.969784774031497,0.00297586579695722,FALSE
"48DF","coelastrum","6",0.0281123883861423,0.971887611613858,0.924499657947836,0.0755003420521635,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change","Plate_6_48DF_E6",413.485313983041,-3.34108529194354,0.0377061011011767,0.0294788391568692,0.984788561396716,0.00211525824635335,FALSE
"48DF","coelastrum","6",0.0281123883861423,0.971887611613858,0.924499657947836,0.0755003420521635,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change","Plate_6_48DF_E7",408.413977908096,-3.35130524019516,0.0365886196094281,0.0290586241204731,0.978406430310513,0.00249239569295657,FALSE
"50DF","coelastrum","6",0.0164152581358324,0.983584741864168,0.925583946931991,0.0744160530680094,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change","Plate_6_50DF_D5",413.565087141502,-3.4591066365157,0.0351151541835601,0.0297952089837939,0.981472085132162,0.00236352448551477,FALSE
"50DF","coelastrum","6",0.0164152581358324,0.983584741864168,0.925583946931991,0.0744160530680094,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change","Plate_6_50DF_D6",393.925992422734,-3.46177119542818,0.0376846815282801,0.0290893630101482,0.970288641799847,0.00293889698126766,FALSE
"50DF","coelastrum","6",0.0164152581358324,0.983584741864168,0.925583946931991,0.0744160530680094,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change","Plate_6_50DF_D7",423.309689611797,-3.35545726901358,0.0334877596744165,0.0285810510514975,0.978555893640879,0.00244274833609911,FALSE
"52,1DF","coelastrum","6",0.0360941377600261,0.963905862239974,0.879718849992025,0.120281150007975,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change","Plate_6_52,1DF_G10",411.439259822033,-2.99015341835469,0.0311923817468606,0.0281616454560575,0.980811888622189,0.00227415810117907,FALSE
"52,1DF","coelastrum","6",0.0360941377600261,0.963905862239974,0.879718849992025,0.120281150007975,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change","Plate_6_52,1DF_G8",384.751063318969,-3.22026688361036,0.0360300100362508,0.0303891955173066,0.977404691641198,0.00266766015781048,FALSE
"52,1DF","coelastrum","6",0.0360941377600261,0.963905862239974,0.879718849992025,0.120281150007975,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change","Plate_6_52,1DF_G9",412.427330849529,-3.23358319510044,0.0330444033101973,0.0285375551756931,0.97993609050907,0.00235757240999138,FALSE
"53DF","coelastrum","6",0.58932026997916,0.41067973002084,0.73009741790618,0.26990258209382,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_6_53DF_F10",352.582802295032,-3.38642133622025,0.0378435496641479,0.0281312878837102,0.977063087321735,0.00248848579058392,FALSE
"53DF","coelastrum","6",0.58932026997916,0.41067973002084,0.73009741790618,0.26990258209382,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_6_53DF_F8",386.090107309436,-3.52993769547838,0.0392264004079273,0.0294083912552489,0.977414464240233,0.00258099080924103,FALSE
"53DF","coelastrum","6",0.58932026997916,0.41067973002084,0.73009741790618,0.26990258209382,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_6_53DF_F9",373.092646995471,-3.66649804392806,0.0409647635051201,0.0310628368871107,0.97542719392387,0.00284649506958414,FALSE
"56DF","coelastrum","6",0.151986176981749,0.848013823018251,0.911327713564755,0.0886722864352449,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_6_56DF_D10",370.674484452196,-3.93958179881195,0.0405537664269762,0.0263956670262204,0.978921184086764,0.00223625464657718,FALSE
"56DF","coelastrum","6",0.151986176981749,0.848013823018251,0.911327713564755,0.0886722864352449,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_6_56DF_D8",396.722810732578,-3.52815603656955,0.0402570572186153,0.028974491366062,0.972106186389374,0.00283368967213351,FALSE
"56DF","coelastrum","6",0.151986176981749,0.848013823018251,0.911327713564755,0.0886722864352449,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_6_56DF_D9",396.284169079289,-3.59238589530123,0.0406440724207114,0.0295413845600539,0.972037920419276,0.00289276629531235,FALSE
"58DF","coelastrum","6",0.921192055123959,0.0788079448760405,0.863286285965711,0.136713714034289,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_6_58DF_G2",358.128801050726,-3.44761555082932,0.0411439907996832,0.0296634524333592,0.971583637969067,0.00292890449649095,FALSE
"58DF","coelastrum","6",0.921192055123959,0.0788079448760405,0.863286285965711,0.136713714034289,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_6_58DF_G3",361.994998553006,-3.26198731657065,0.036516675088269,0.0296117507870079,0.979346313388351,0.00248275636188345,FALSE
"58DF","coelastrum","6",0.921192055123959,0.0788079448760405,0.863286285965711,0.136713714034289,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_6_58DF_G4",351.557613389218,-3.33911525003211,0.0334291305789069,0.0261279532514361,0.981443168854678,0.00207426429952306,FALSE
"61DF","coelastrum","6",0.0228993171311502,0.97710068286885,0.220847454776298,0.779152545223702,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change","Plate_6_61DF_B5",428.641439686778,-3.50900119608556,0.0365161939119403,0.0315591617741806,0.971233872079874,0.00313576584827963,FALSE
"61DF","coelastrum","6",0.0228993171311502,0.97710068286885,0.220847454776298,0.779152545223702,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change","Plate_6_61DF_B6",415.096190275784,-3.43030115045175,0.0398760939470132,0.02995431330046,0.974357944317671,0.00280553631595082,FALSE
"61DF","coelastrum","6",0.0228993171311502,0.97710068286885,0.220847454776298,0.779152545223702,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change","Plate_6_61DF_B7",392.273699979442,-3.46845246387381,0.0402287453648481,0.0308191600713192,0.966884260995815,0.0032929880243389,FALSE
"62,1DF","coelastrum","6",0.00626639380729353,0.993733606192706,0.773105341023901,0.226894658976099,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change","Plate_6_62,1DF_B2",420.197475289472,-3.50363633842574,0.041769799408118,0.029950911566839,0.976190536192714,0.00270057926318301,FALSE
"62,1DF","coelastrum","6",0.00626639380729353,0.993733606192706,0.773105341023901,0.226894658976099,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change","Plate_6_62,1DF_B3",406.192007708564,-3.22702317964315,0.0365180677142805,0.0294450102071977,0.982799774620178,0.00224898017218965,FALSE
"62,1DF","coelastrum","6",0.00626639380729353,0.993733606192706,0.773105341023901,0.226894658976099,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change","Plate_6_62,1DF_B4",435.178531215575,-3.29181351790082,0.0355787375808038,0.0298935330190912,0.980243414829258,0.00245022288797226,FALSE
"65,1D3","coelastrum","6",0.283054207076603,0.716945792923397,0.950934452737849,0.049065547262151,"No Significant CC Change","Decreased GR","No Significant CC Change
Decreased GR","Plate_6_65,1D3_F2",390.880684880991,-3.42743744225905,0.0381574713959974,0.0297222731437862,0.982076995235951,0.00231821672483302,FALSE
"65,1D3","coelastrum","6",0.283054207076603,0.716945792923397,0.950934452737849,0.049065547262151,"No Significant CC Change","Decreased GR","No Significant CC Change
Decreased GR","Plate_6_65,1D3_F3",390.013614009863,-3.69776279724067,0.0409297179297957,0.0276353701160965,0.983226953116162,0.00208393299458339,FALSE
"65,1D3","coelastrum","6",0.283054207076603,0.716945792923397,0.950934452737849,0.049065547262151,"No Significant CC Change","Decreased GR","No Significant CC Change
Decreased GR","Plate_6_65,1D3_F4",363.542804420136,-3.29264534120923,0.0354527350621555,0.0281651750158296,0.98635854959832,0.00191233817355728,FALSE
"65D3","coelastrum","6",0.384397060410772,0.615602939589228,0.995382454005632,0.00461754599436846,"No Significant CC Change","Decreased GR","No Significant CC Change
Decreased GR","Plate_6_65D3_C2",364.237343831538,-3.47772107802202,0.0358466684839003,0.0278224061628154,0.988691004548762,0.00171797081707505,FALSE
"65D3","coelastrum","6",0.384397060410772,0.615602939589228,0.995382454005632,0.00461754599436846,"No Significant CC Change","Decreased GR","No Significant CC Change
Decreased GR","Plate_6_65D3_C3",355.428729541243,-3.46242164990108,0.0371990489381711,0.0261582780106278,0.992263208706334,0.00133356908841818,FALSE
"65D3","coelastrum","6",0.384397060410772,0.615602939589228,0.995382454005632,0.00461754599436846,"No Significant CC Change","Decreased GR","No Significant CC Change
Decreased GR","Plate_6_65D3_C4",424.339234068383,-3.30673818370746,0.0315874028968446,0.0275315148464144,0.990500980406645,0.00155661573944868,FALSE
"80D3","coelastrum","6",0.0388244426845124,0.961175557315488,0.510568374690359,0.489431625309641,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change","Plate_6_80D3_C5",457.349163428016,-3.06131968543554,0.0302777779775778,0.0300604216437555,0.97617004855563,0.00271164779551988,FALSE
"80D3","coelastrum","6",0.0388244426845124,0.961175557315488,0.510568374690359,0.489431625309641,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change","Plate_6_80D3_C6",426.496959761235,-3.61004955334458,0.0437654876408012,0.0302084461249678,0.981902195084597,0.00236780860664799,FALSE
"80D3","coelastrum","6",0.0388244426845124,0.961175557315488,0.510568374690359,0.489431625309641,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change","Plate_6_80D3_C7",395.54004906824,-3.45323671187348,0.0377791490890963,0.0303045009381277,0.972911880305498,0.00291943752251284,FALSE
