"","Isolate","host_species","plate_no","pCC_greater","pCC_less","pGR_greater","pGR_less","ccEffect","grEffect","annotation","exact_isolate","asymptote","intercept","growthParam","growthrate","r2","std_error","outlier","split_var","normCC","normGR","logNormCC","logNormGR"
"1010","6DF","chlorella","1",0.0141033125104294,0.985896687489571,0.0642462856439868,0.935753714356013,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change","Plate_1_6DF_B5",384.829995103023,-6.45774140759133,0.0556358551059539,0.0328299174645588,0.976269477266841,0.00295513931838199,FALSE,"6DF_1",2.01937516994582,1.11787286496973,0.702788141754254,0.111427651781659
"1011","6DF","chlorella","1",0.0141033125104294,0.985896687489571,0.0642462856439868,0.935753714356013,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change","Plate_1_6DF_C5",483.043604290126,-8.55044347071897,0.0792435548139596,0.0393325466658235,0.971716498250096,0.00387425533732615,FALSE,"6DF_1",2.53474592136062,1.33929019697797,0.930093403759847,0.292139769872447
"1012","6DF","chlorella","1",0.0141033125104294,0.985896687489571,0.0642462856439868,0.935753714356013,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change","Plate_1_6DF_D5",353.744452571438,-7.15461442285843,0.0618994083956234,0.0324635946908736,0.979287358831499,0.00272582924477163,FALSE,"6DF_1",1.85625541958495,1.1053994163549,0.618561243206337,0.100206732422407
"1013","70DF","scenedesmus","14",0.448591642040981,0.551408357959019,0.181383150158248,0.818616849841752,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_14_70DF_E6",472.681486282434,-4.53627558299285,0.0265151951601199,0.0241906702768639,0.974066752760081,0.0022788795166947,FALSE,"70DF_14",0.925238001951824,0.974395407019729,-0.0777042751581498,-0.0259380956873176
"1014","70DF","scenedesmus","14",0.448591642040981,0.551408357959019,0.181383150158248,0.818616849841752,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_14_70DF_F6",521.143023048113,-4.4530483986977,0.0259509609702973,0.0262967315661545,0.95487438405685,0.00330049892621122,FALSE,"70DF_14",1.02009776851734,1.05922713857987,0.0198984741903059,0.0575395276433973
"1015","70DF","scenedesmus","14",0.448591642040981,0.551408357959019,0.181383150158248,0.818616849841752,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_14_70DF_G6",549.123875207224,-4.73698362083815,0.0280913641108898,0.0268070285008424,0.967459934659059,0.00283844683865153,FALSE,"70DF_14",1.07486815512211,1.07978179802854,0.0721980076599003,0.0767589818610668
"1016","71DF","scenedesmus","14",0.514558971003753,0.485441028996247,0.000990531836078013,0.999009468163922,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR","Plate_14_71DF_B7",475.344607203178,-4.19141341789157,0.0278262288877726,0.0275779082614229,0.945202647857389,0.00383369904938093,FALSE,"71DF_14",0.930450858285683,1.11083268208745,-0.0720860164538378,0.105109898134584
"1017","71DF","scenedesmus","14",0.514558971003753,0.485441028996247,0.000990531836078013,0.999009468163922,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR","Plate_14_71DF_C7",499.858739507415,-4.58650221077925,0.0293906227298132,0.0271747344003639,0.952647100890304,0.00349793666927467,FALSE,"71DF_14",0.978435404858768,1.09459291882541,-0.0218005087770047,0.0903825305174715
"1018","71DF","scenedesmus","14",0.514558971003753,0.485441028996247,0.000990531836078013,0.999009468163922,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR","Plate_14_71DF_D7",554.392551823506,-4.76931908873121,0.0290602165778341,0.0271143909869261,0.957430076915528,0.00330093616965875,FALSE,"71DF_14",1.08518118824663,1.09216229808507,0.0817469668262085,0.0881594908991966
"1019","72DF","scenedesmus","14",0.980503323752047,0.0194966762479527,0.0251550987748867,0.974844901225113,"Decreased CC","Increased GR","Decreased CC
Increased GR","Plate_14_72DF_E7",462.77016192528,-4.79499698095699,0.027224712648506,0.0260388278918861,0.972000712762135,0.00255153188576423,FALSE,"72DF_14",0.905837339537409,1.04883882966637,-0.0988955259922697,0.047683675728596
"1020","72DF","scenedesmus","14",0.980503323752047,0.0194966762479527,0.0251550987748867,0.974844901225113,"Decreased CC","Increased GR","Decreased CC
Increased GR","Plate_14_72DF_F7",488.072092826321,-4.82544037977331,0.0277569264961959,0.0266029082760461,0.974722174152257,0.00247342032597992,FALSE,"72DF_14",0.955363941851623,1.07155987580626,-0.0456629201540094,0.0691154147307292
"1021","72DF","scenedesmus","14",0.980503323752047,0.0194966762479527,0.0251550987748867,0.974844901225113,"Decreased CC","Increased GR","Decreased CC
Increased GR","Plate_14_72DF_G7",468.679179290897,-4.82694908181045,0.028257487778504,0.0254316019564838,0.977719199796614,0.00221651875551955,FALSE,"72DF_14",0.917403790899532,1.02437988926879,-0.0862075646066179,0.0240874434332243
"1022","73DF","scenedesmus","14",0.963637033225619,0.0363629667743807,0.0238016668885427,0.976198333111457,"Decreased CC","Increased GR","Decreased CC
Increased GR","Plate_14_73DF_B8",471.543839903453,-4.49956386923084,0.0259453823296823,0.0258984984931644,0.953222559581689,0.0033123409185098,FALSE,"73DF_14",0.923011145827429,1.04318638928257,-0.080113968899509,0.0422798650217076
"1023","73DF","scenedesmus","14",0.963637033225619,0.0363629667743807,0.0238016668885427,0.976198333111457,"Decreased CC","Increased GR","Decreased CC
Increased GR","Plate_14_73DF_C8",473.568673976384,-4.4221893255678,0.0260377123188172,0.0257253027417805,0.954546083789668,0.00324105999582575,FALSE,"73DF_14",0.926974604279455,1.03621009872375,-0.0758291093908411,0.0355699212724598
"1024","73DF","scenedesmus","14",0.963637033225619,0.0363629667743807,0.0238016668885427,0.976198333111457,"Decreased CC","Increased GR","Decreased CC
Increased GR","Plate_14_73DF_D8",496.392300126178,-4.8496752073437,0.0277627492256436,0.0254103855621601,0.965494054244918,0.00277346566191978,FALSE,"73DF_14",0.971650113832866,1.02352529710802,-0.028759504517244,0.0232528420893056
"1025","74DF","scenedesmus","14",0.953466658189361,0.0465333418106393,0.0684884232199477,0.931511576780052,"Decreased CC","No Significant GR Change","Decreased CC
No Significant GR Change","Plate_14_74DF_E8",472.565520214976,-4.88008064600073,0.0283001723256169,0.0253520278501646,0.979721018319607,0.00210583303690893,FALSE,"74DF_14",0.92501100720872,1.02117466002844,-0.07794964185541,0.0209535921607937
"1026","74DF","scenedesmus","14",0.953466658189361,0.0465333418106393,0.0684884232199477,0.931511576780052,"Decreased CC","No Significant GR Change","Decreased CC
No Significant GR Change","Plate_14_74DF_F8",490.439433327744,-5.08796538395848,0.0292115679891995,0.0260531401744558,0.977426863946742,0.00228587913114746,FALSE,"74DF_14",0.95999783054632,1.04941532557328,-0.0408242543703923,0.0482331762931237
"1027","74DF","scenedesmus","14",0.953466658189361,0.0465333418106393,0.0684884232199477,0.931511576780052,"Decreased CC","No Significant GR Change","Decreased CC
No Significant GR Change","Plate_14_74DF_G8",491.079355014324,-5.52369710161632,0.0328642886143823,0.0275610715934913,0.992708213502256,0.00136377158160906,FALSE,"74DF_14",0.961250428500501,1.1101545044382,-0.0395203123881296,0.104499198825339
"1028","75DF","scenedesmus","14",0.980931003672518,0.0190689963274819,0.303415778116224,0.696584221883776,"Decreased CC","No Significant GR Change","Decreased CC
No Significant GR Change","Plate_14_75DF_B9",456.952272077068,-5.0050494793388,0.0292697029230677,0.0250966324192794,0.977628451441756,0.00219187573996275,FALSE,"75DF_14",0.894449263348786,1.01088738266158,-0.111547098325345,0.0108285418076492
"1029","75DF","scenedesmus","14",0.980931003672518,0.0190689963274819,0.303415778116224,0.696584221883776,"Decreased CC","No Significant GR Change","Decreased CC
No Significant GR Change","Plate_14_75DF_C9",405.230502727723,-4.97705882186413,0.028729013788325,0.0240482401370984,0.977134396548139,0.00212391364805451,FALSE,"75DF_14",0.793207839855404,0.968658349202798,-0.231669998553516,-0.0318433100646622
"1030","75DF","scenedesmus","14",0.980931003672518,0.0190689963274819,0.303415778116224,0.696584221883776,"Decreased CC","No Significant GR Change","Decreased CC
No Significant GR Change","Plate_14_75DF_D9",459.571671595676,-5.06924249848323,0.0294587361555888,0.0268329483731181,0.970541277561617,0.00269903002928382,FALSE,"75DF_14",0.899576538368528,1.08082584534955,-0.105831139307624,0.0777254205436973
"1031","76D3","coelastrum","7",0.0280930418510648,0.971906958148935,0.113666363515205,0.886333636484795,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change","Plate_7_76D3_B5",430.131756367682,-3.13997698462703,0.0349392362445589,0.0312279827490827,0.975334610669465,0.00286715038663056,FALSE,"76D3_7",1.1102451278304,1.01746777289704,0.104580826826831,0.0173169650045521
"1032","76D3","coelastrum","7",0.0280930418510648,0.971906958148935,0.113666363515205,0.886333636484795,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change","Plate_7_76D3_B6",442.446378656862,-3.30474058833603,0.0375471035835523,0.0310379300478706,0.977061664622508,0.00274569368451491,FALSE,"76D3_7",1.14203131705086,1.01127549015533,0.13280853384456,0.0112123956541774
"1033","76D3","coelastrum","7",0.0280930418510648,0.971906958148935,0.113666363515205,0.886333636484795,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change","Plate_7_76D3_B7",404.848617984924,-4.35054403623271,0.0599483773815691,0.0324446924331639,0.973149768909741,0.00311148137845668,FALSE,"76D3_7",1.04498493536573,1.0571105158328,0.0440024693949066,0.0555392575556977
"1034","76DF","scenedesmus","14",0.238817643366253,0.761182356633747,0.0370895837924329,0.962910416207567,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR","Plate_14_76DF_B10",526.927941016882,-4.91018862443464,0.029658403673984,0.0273538869219561,0.959850194101778,0.00322996946292266,FALSE,"76DF_14",1.03142130476365,1.10180914690829,0.0309377585816038,0.0969535078084473
"1035","76DF","scenedesmus","14",0.238817643366253,0.761182356633747,0.0370895837924329,0.962910416207567,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR","Plate_14_76DF_C10",565.207536036698,-5.17095011479385,0.0301349348747956,0.0264837899506867,0.977726312209442,0.00230784650158165,FALSE,"76DF_14",1.10635069599116,1.06676181325596,0.101066937822292,0.064627717086955
"1036","76DF","scenedesmus","14",0.238817643366253,0.761182356633747,0.0370895837924329,0.962910416207567,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR","Plate_14_76DF_D10",495.195900104156,-4.90888990051517,0.028640527840984,0.0255205791895166,0.960352434416602,0.00299380039529742,FALSE,"76DF_14",0.969308251927892,1.02796387459058,-0.0311726042340478,0.0275800249666479
"1037","77D3","coelastrum","8",0.0236888272925619,0.976311172707438,0.0272926687906487,0.972707331209351,"Increased CC","Increased GR","Increased CC
Increased GR","Plate_8_77D3_B10",380.079853344027,-4.21685301411559,0.0589744833719295,0.0328657978638063,0.990751718875928,0.0018332920140263,FALSE,"77D3_8",1.04576003711561,1.1879408918927,0.0447439293009061,0.172221465403596
"1038","77D3","coelastrum","8",0.0236888272925619,0.976311172707438,0.0272926687906487,0.972707331209351,"Increased CC","Increased GR","Increased CC
Increased GR","Plate_8_77D3_B8",409.052563963145,-3.32249062544533,0.040721277120276,0.0322692271113672,0.991835654598677,0.00169031934955022,FALSE,"77D3_8",1.1254761879871,1.16637772173428,0.118206224310188,0.153902982067799
"1039","77D3","coelastrum","8",0.0236888272925619,0.976311172707438,0.0272926687906487,0.972707331209351,"Increased CC","Increased GR","Increased CC
Increased GR","Plate_8_77D3_B9",404.343361875929,-3.57570764805466,0.0468497009907171,0.0307954195288394,0.987132153565567,0.00202997543776424,FALSE,"77D3_8",1.1125191861724,1.11310664943835,0.106626980907207,0.107154889300611
"1040","77DF","scenedesmus","14",0.554616180923389,0.445383819076611,0.045701786966233,0.954298213033767,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR","Plate_14_77DF_E10",473.399743936364,-5.59790043458022,0.03318203395237,0.025344089276622,0.991453326183053,0.0013585589568488,FALSE,"77DF_14",0.926643936594697,1.02085489585863,-0.0761858901210452,0.020640409453421
"1041","77DF","scenedesmus","14",0.554616180923389,0.445383819076611,0.045701786966233,0.954298213033767,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR","Plate_14_77DF_F10",546.687536633917,-5.71680386413074,0.0345248716894627,0.0272925842039685,0.977394093846802,0.0023964045554952,FALSE,"77DF_14",1.07009920795776,1.0993398855707,0.0677513618933275,0.0947098956431945
"1042","77DF","scenedesmus","14",0.554616180923389,0.445383819076611,0.045701786966233,0.954298213033767,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR","Plate_14_77DF_G10",502.004601746207,-5.35704467153237,0.0333462060195621,0.0266924831283586,0.986560763407222,0.001798679271599,FALSE,"77DF_14",0.982635766725909,1.07516793311426,-0.0175167598226258,0.0724768662295147
"1043","78D3","coelastrum","8",0.236331112410632,0.763668887589368,0.108932197526479,0.891067802473521,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_8_78D3_F2",358.263035430098,-3.13772880347524,0.0387050098780928,0.0302044206492486,0.989303145952108,0.00181331486845096,FALSE,"78D3_8",0.98573276623902,1.09174487574772,-0.0143699892694215,0.0877772197592533
"1044","78D3","coelastrum","8",0.236331112410632,0.763668887589368,0.108932197526479,0.891067802473521,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_8_78D3_F3",367.868250757649,-3.32476712792228,0.0426946796915854,0.029637739223168,0.991177764401528,0.00161435110553038,FALSE,"78D3_8",1.01216076616869,1.07126206131836,0.0120874180988635,0.068837449973454
"1045","78D3","coelastrum","8",0.236331112410632,0.763668887589368,0.108932197526479,0.891067802473521,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_8_78D3_F4",386.978756724909,-3.2091167795446,0.0407862736383207,0.0300217583461087,0.994174793910394,0.00132678261102144,FALSE,"78D3_8",1.06474183105225,1.08514250996288,0.0627323576173034,0.0817113239552583
"1046","78DF","scenedesmus","15",0.111386094843868,0.888613905156132,7.98285916834074e-06,0.999992017140832,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR","Plate_15_78DF_B2",377.529827502275,-4.10863480364048,0.0270717893404918,0.0342732189643133,0.948274054306721,0.00462148506592853,FALSE,"78DF_15",1.18528097962457,1.1845653597055,0.169979860087342,0.169375922246354
"1047","78DF","scenedesmus","15",0.111386094843868,0.888613905156132,7.98285916834074e-06,0.999992017140832,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR","Plate_15_78DF_C2",353.546443678773,-4.23507746925503,0.0288519788778773,0.0337018323703294,0.935183049107088,0.00512258144653853,FALSE,"78DF_15",1.10998348893065,1.16481685674352,0.104345140376356,0.152563870147738
"1048","78DF","scenedesmus","15",0.111386094843868,0.888613905156132,7.98285916834074e-06,0.999992017140832,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR","Plate_15_78DF_D2",440.524252286885,-4.17801568086251,0.025140894029594,0.0333203407534926,0.954433412033699,0.00420338571963949,FALSE,"78DF_15",1.38305632896208,1.15163158357751,0.324295781399168,0.14117970520258
"1049","79,1DF","scenedesmus","15",0.0972726580040898,0.90272734199591,0.359661916890855,0.640338083109145,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_15_79,1DF_B3",421.573529196208,-4.44312516690276,0.0272166006111925,0.0337548613156349,0.974038503103027,0.00318165073330896,FALSE,"79,1DF_15",1.32355922438065,1.16664966537862,0.280324489988075,0.154136107188468
"1050","79,1DF","scenedesmus","15",0.0972726580040898,0.90272734199591,0.359661916890855,0.640338083109145,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_15_79,1DF_C3",382.829673017259,-4.30982688751289,0.027665766142943,0.0323840672691567,0.946586190195534,0.00444137518062944,FALSE,"79,1DF_15",1.20192021082233,1.11927170696627,0.183920453562266,0.112678212157949
"1051","79,1DF","scenedesmus","15",0.0972726580040898,0.90272734199591,0.359661916890855,0.640338083109145,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_15_79,1DF_D3",367.164445712639,-4.6010753295016,0.0284563229332541,0.0243363630727113,0.96599029067102,0.00228318319774774,FALSE,"79,1DF_15",1.15273814727915,0.841123581276881,0.142140109925731,-0.173016684172202
"1052","79DF","scenedesmus","15",0.0185289220635673,0.981471077936433,0.0833677090324089,0.916632290967591,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change","Plate_15_79DF_E2",441.605164234886,-4.52025303269283,0.0274618794587012,0.0318815819074168,0.949262082625093,0.00425551853460168,FALSE,"79DF_15",1.38644992671061,1.10190459727354,0.326746470535572,0.0970401346360621
"1053","79DF","scenedesmus","15",0.0185289220635673,0.981471077936433,0.0833677090324089,0.916632290967591,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change","Plate_15_79DF_F2",418.545492718689,-4.53670242739339,0.0281213420403366,0.0292360615058525,0.92000613476977,0.00497727021169004,FALSE,"79DF_15",1.31405249463122,1.01046901226619,0.273115869516499,0.0104145916478281
"1054","79DF","scenedesmus","15",0.0185289220635673,0.981471077936433,0.0833677090324089,0.916632290967591,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change","Plate_15_79DF_G2",468.468707328746,-4.5218629260942,0.0275345641457804,0.033898237453267,0.922770512675232,0.00566188719039094,FALSE,"79DF_15",1.47078987644421,1.17160509154458,0.38579958739451,0.158374681766521
"1055","7D3","chlorella","3",0.860185700537302,0.139814299462698,0.315071979817656,0.684928020182344,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_3_7D3_E6",179.260207706592,-3.93624583763567,0.0475512947952451,0.0324271307443537,0.899836527062077,0.00624627028944441,FALSE,"7D3_3",0.889316998716159,1.04178965512346,-0.117301528044103,0.0409400564691899
"1056","7D3","chlorella","3",0.860185700537302,0.139814299462698,0.315071979817656,0.684928020182344,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_3_7D3_F6",192.101125643924,-4.27574351335762,0.0471181673008724,0.0297894242000865,0.9351725845994,0.00452829750319134,FALSE,"7D3_3",0.953021301789824,0.957047794589051,-0.0481180232274573,-0.0439019466769256
"1057","7D3","chlorella","3",0.860185700537302,0.139814299462698,0.315071979817656,0.684928020182344,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_3_7D3_G6",203.107625069651,-3.57764071819819,0.0414319507463813,0.0327630169246357,0.890873009124483,0.00662035759313868,FALSE,"7D3_3",1.00762498188641,1.05258070384977,0.00759605864510987,0.0512449618768343
"1058","7DF","chlorella","1",0.999989917755074,1.00822449255818e-05,0.996792681286796,0.00320731871320354,"Decreased CC","Decreased GR","Decreased CC
Decreased GR","Plate_1_7DF_E5",31.3230903535811,-2.31814086993126,-0.00270010326905703,-0.00270010326905703,NA,NA,FALSE,"7DF_1",0.164366270069612,-0.0919396821619599,-1.80565798730315,NA
"1059","7DF","chlorella","1",0.999989917755074,1.00822449255818e-05,0.996792681286796,0.00320731871320354,"Decreased CC","Decreased GR","Decreased CC
Decreased GR","Plate_1_7DF_F5",7.18722960618155,-0.95111093366928,-0.0022531815739836,-0.0022531815739836,NA,NA,FALSE,"7DF_1",0.0377146095473587,-0.0767218054728635,-3.277707738445,NA
"1060","7DF","chlorella","1",0.999989917755074,1.00822449255818e-05,0.996792681286796,0.00320731871320354,"Decreased CC","Decreased GR","Decreased CC
Decreased GR","Plate_1_7DF_G5",21.5328212662751,-1.93613458557563,-0.00661768513930945,0.00511076546368242,0.292792174435586,0.00458584234657347,FALSE,"7DF_1",0.112992347679022,0.174023770764657,-2.18043518221755,-1.74856337550841
"1061","8,1D3","chlorella","3",0.0164247592727577,0.983575240727242,0.0701122430834707,0.929887756916529,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change","Plate_3_8,1D3_E7",252.24451371485,-5.39576845433475,0.0636164742293377,0.0331383367202397,0.934779108313007,0.00505369405163516,FALSE,"8,1D3_3",1.25139503490187,1.0646386402582,0.224258956939505,0.0626354366625704
"1062","8,1D3","chlorella","3",0.0164247592727577,0.983575240727242,0.0701122430834707,0.929887756916529,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change","Plate_3_8,1D3_F7",269.27678556109,-9.18025576100034,0.0789099946649692,0.031780347979783,0.983897917860567,0.00234727524693422,FALSE,"8,1D3_3",1.33589281091923,1.02101040090717,0.289599840547863,0.020792726111215
"1063","8,1D3","chlorella","3",0.0164247592727577,0.983575240727242,0.0701122430834707,0.929887756916529,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change","Plate_3_8,1D3_G7",232.982127485688,-4.23369921176614,0.0556049106968406,0.0350128713146924,0.883327128468064,0.00734668229530161,FALSE,"8,1D3_3",1.15583357299914,1.12486199964413,0.144821791891976,0.117660361149183
"1064","80D3","coelastrum","6",0.0388244426845124,0.961175557315488,0.510568374690359,0.489431625309641,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change","Plate_6_80D3_C5",457.349163428016,-3.06131968543554,0.0302777779775778,0.0300604216437555,0.97617004855563,0.00271164779551988,FALSE,"80D3_6",1.22373602807153,0.995191127403678,0.201908497491201,-0.00482047242715911
"1065","80D3","coelastrum","6",0.0388244426845124,0.961175557315488,0.510568374690359,0.489431625309641,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change","Plate_6_80D3_C6",426.496959761235,-3.61004955334458,0.0437654876408012,0.0302084461249678,0.981902195084597,0.00236780860664799,FALSE,"80D3_6",1.14118432317838,1.00009167910208,0.132066603125083,9.16748998079261e-05
"1066","80D3","coelastrum","6",0.0388244426845124,0.961175557315488,0.510568374690359,0.489431625309641,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change","Plate_6_80D3_C7",395.54004906824,-3.45323671187348,0.0377791490890963,0.0303045009381277,0.972911880305498,0.00291943752251284,FALSE,"80D3_6",1.058352452122,1.00327170428383,0.0567134085105418,0.00326636390429415
"1067","80DF","scenedesmus","15",0.00218429440404123,0.997815705595959,0.051347838685773,0.948652161314227,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change","Plate_15_80DF_E3",490.169158890524,-4.51588510688165,0.0262987553183378,0.0303148664511364,0.930793078457873,0.00477247019823505,FALSE,"80DF_15",1.53891994355867,1.04775512097377,0.431080835023336,0.0466498954023854
"1068","80DF","scenedesmus","15",0.00218429440404123,0.997815705595959,0.051347838685773,0.948652161314227,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change","Plate_15_80DF_F3",523.736595546628,-4.45330730074345,0.025702330594498,0.0336321944660294,0.959427935385726,0.0039930242950099,FALSE,"80DF_15",1.64430723034992,1.16241000230588,0.497319158949026,0.150495438111213
"1069","80DF","scenedesmus","15",0.00218429440404123,0.997815705595959,0.051347838685773,0.948652161314227,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change","Plate_15_80DF_G3",515.453940986598,-4.50728372243466,0.0260475761918897,0.0307925452463412,0.928639494206226,0.00492822293764303,FALSE,"80DF_15",1.61830326405206,1.06426485571607,0.481378232502187,0.0622842844880538
"1070","81DF","scenedesmus","15",0.000915450891408996,0.999084549108591,2.90916895935358e-05,0.999970908310406,"Increased CC","Increased GR","Increased CC
Increased GR","Plate_15_81DF_B4",559.488865136924,-4.56473494146764,0.0261654018221296,0.0341949726668139,0.961578663475612,0.00394634871461788,FALSE,"81DF_15",1.75655395110348,1.18186097837384,0.563353907369311,0.167090296477682
"1071","81DF","scenedesmus","15",0.000915450891408996,0.999084549108591,2.90916895935358e-05,0.999970908310406,"Increased CC","Increased GR","Increased CC
Increased GR","Plate_15_81DF_C4",520.503263402448,-4.46430871815923,0.0257019570985785,0.0359005718173133,0.979814537982192,0.00297500805720277,FALSE,"81DF_15",1.63415596066969,1.24081061112729,0.491126439049292,0.215764884687023
"1072","81DF","scenedesmus","15",0.000915450891408996,0.999084549108591,2.90916895935358e-05,0.999970908310406,"Increased CC","Increased GR","Increased CC
Increased GR","Plate_15_81DF_D4",538.477821939283,-4.64877212985036,0.0263204932793256,0.0349777987614412,0.974710217629802,0.00325286945278846,FALSE,"81DF_15",1.69058832918428,1.20891734198342,0.52507659213164,0.189725200381761
"1073","82D3","coelastrum","7",0.977523885734087,0.0224761142659134,0.977233022254178,0.0227669777458218,"Decreased CC","Decreased GR","Decreased CC
Decreased GR","Plate_7_82D3_E10",347.616709683934,-3.36978261715237,0.0355170014304102,0.0263252104715039,0.977962826793463,0.00228153950852852,FALSE,"82D3_7",0.897259392187533,0.857726017229645,-0.108410281260494,-0.153470557728149
"1074","82D3","coelastrum","7",0.977523885734087,0.0224761142659134,0.977233022254178,0.0227669777458218,"Decreased CC","Decreased GR","Decreased CC
Decreased GR","Plate_7_82D3_E8",362.568675070478,-3.35045438944014,0.0338719912966235,0.0247713991510548,0.98188111303684,0.0019427915892184,FALSE,"82D3_7",0.935853024199462,0.807099854264766,-0.0662968402622535,-0.214307883218341
"1075","82D3","coelastrum","7",0.977523885734087,0.0224761142659134,0.977233022254178,0.0227669777458218,"Decreased CC","Decreased GR","Decreased CC
Decreased GR","Plate_7_82D3_E9",354.060779175151,-3.24712418918415,0.0384857204677859,0.0285211958884686,0.971153611822737,0.00283797693126945,FALSE,"82D3_7",0.913892660134176,0.929275448054763,-0.09004215410271,-0.073350084594859
"1076","82DF","scenedesmus","15",0.00425107956282196,0.995748920437178,0.00182045130362308,0.998179548696377,"Increased CC","Increased GR","Increased CC
Increased GR","Plate_15_82DF_E4",474.781580559741,-4.17840481298003,0.0250942934967138,0.0330713517147867,0.934349644388689,0.00506121921089304,FALSE,"82DF_15",1.49060957815357,1.14302592005625,0.399185149148264,0.133679061770114
"1077","82DF","scenedesmus","15",0.00425107956282196,0.995748920437178,0.00182045130362308,0.998179548696377,"Increased CC","Increased GR","Increased CC
Increased GR","Plate_15_82DF_F4",494.629227383886,-4.63843118213257,0.0273276764329232,0.0336856226455073,0.919261475693908,0.00576374588968365,FALSE,"82DF_15",1.55292263677096,1.16425660943979,0.44013872758185,0.152082779857832
"1078","82DF","scenedesmus","15",0.00425107956282196,0.995748920437178,0.00182045130362308,0.998179548696377,"Increased CC","Increased GR","Increased CC
Increased GR","Plate_15_82DF_G4",494.2779360805,-4.58668795063419,0.0264607756242858,0.0355620114591161,0.94050236685069,0.00516411123716781,FALSE,"82DF_15",1.55181973345081,1.22910914611732,0.439428263887904,0.206289635523713
"1079","83D3","coelastrum","8",0.0161201663607135,0.983879833639286,0.125264361634103,0.874735638365897,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change","Plate_8_83D3_E5",462.549190519092,-2.56893231714122,0.0272387560339833,0.0292726940345139,0.987811306915843,0.00187734305468421,FALSE,"83D3_8",1.27266797855557,1.05806742935512,0.241115467453851,0.0564440642550899
"1080","83D3","coelastrum","8",0.0161201663607135,0.983879833639286,0.125264361634103,0.874735638365897,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change","Plate_8_83D3_E6",413.729460598533,-2.85951655607299,0.0317186504862372,0.0292797663659132,0.992895120469993,0.00142999214105225,FALSE,"83D3_8",1.13834430387375,1.05832306019984,0.129574841678991,0.056685636731645
"1081","83D3","coelastrum","8",0.0161201663607135,0.983879833639286,0.125264361634103,0.874735638365897,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change","Plate_8_83D3_E7",429.261643630049,-2.8819588630194,0.032033318877172,0.0308121938520554,0.990909077777425,0.00170391945540673,FALSE,"83D3_8",1.18107989262073,1.1137129607339,0.166429183208918,0.107699442894231
